day,month,year,home_team,away_team,home_score,away_score,tournament,winner,loser
12,11,1977,Kuwait,Hong Kong,4,0,FIFA World Cup qualification,Kuwait,Hong Kong
12,11,1977,Nigeria,Tunisia,0,1,FIFA World Cup qualification,Tunisia,Nigeria
12,11,1977,Poland,Sweden,2,1,Friendly,Poland,Sweden
13,11,1977,Malawi,Lesotho,6,1,Friendly,Malawi,Lesotho
13,11,1977,Romania,Yugoslavia,4,6,FIFA World Cup qualification,Yugoslavia,Romania
13,11,1977,Singapore,Australia,0,2,Friendly,Australia,Singapore
16,11,1977,Czechoslovakia,Wales,1,0,FIFA World Cup qualification,Czechoslovakia,Wales
16,11,1977,England,Italy,2,0,FIFA World Cup qualification,England,Italy
16,11,1977,France,Bulgaria,3,1,FIFA World Cup qualification,France,Bulgaria
16,11,1977,Germany,Switzerland,4,1,Friendly,Germany,Switzerland
16,11,1977,Greece,Yugoslavia,0,0,Balkan Cup,Tie,Tie
16,11,1977,Northern Ireland,Belgium,3,0,FIFA World Cup qualification,Northern Ireland,Belgium
16,11,1977,Portugal,Cyprus,4,0,FIFA World Cup qualification,Portugal,Cyprus
16,11,1977,Turkey,German DR,1,2,FIFA World Cup qualification,German DR,Turkey
18,11,1977,Iran,Hong Kong,3,0,FIFA World Cup qualification,Iran,Hong Kong
19,11,1977,Kuwait,Australia,1,0,FIFA World Cup qualification,Kuwait,Australia
25,11,1977,Egypt,Tunisia,3,2,FIFA World Cup qualification,Egypt,Tunisia
25,11,1977,Iran,Australia,1,0,FIFA World Cup qualification,Iran,Australia
26,11,1977,Uganda,Zanzibar,1,0,CECAFA Cup,Uganda,Zanzibar
27,11,1977,Iraq,Morocco,3,0,Friendly,Iraq,Morocco
27,11,1977,Malta,Turkey,0,3,FIFA World Cup qualification,Turkey,Malta
27,11,1977,Tanzania,Zambia,2,4,CECAFA Cup,Zambia,Tanzania
28,11,1977,Kenya,Uganda,1,3,CECAFA Cup,Uganda,Kenya
29,11,1977,Malawi,Zambia,1,0,CECAFA Cup,Malawi,Zambia
30,11,1977,Bolivia,Hungary,2,3,FIFA World Cup qualification,Hungary,Bolivia
30,11,1977,Somalia,Zanzibar,1,0,CECAFA Cup,Somalia,Zanzibar
30,11,1977,Yugoslavia,Spain,0,1,FIFA World Cup qualification,Spain,Yugoslavia
1,12,1977,Malawi,Tanzania,0,0,CECAFA Cup,Tie,Tie
2,12,1977,Kenya,Zanzibar,3,0,CECAFA Cup,Kenya,Zanzibar
3,12,1977,Italy,Luxembourg,3,0,FIFA World Cup qualification,Italy,Luxembourg
3,12,1977,Kuwait,Iran,1,2,FIFA World Cup qualification,Iran,Kuwait
3,12,1977,Morocco,Iraq,0,0,Friendly,Tie,Tie
4,12,1977,South Korea,Hong Kong,5,2,FIFA World Cup qualification,South Korea,Hong Kong
5,12,1977,Kenya,Zambia,2,4,CECAFA Cup,Zambia,Kenya
6,12,1977,Malawi,Uganda,0,1,CECAFA Cup,Uganda,Malawi
8,12,1977,Kenya,Malawi,1,2,CECAFA Cup,Malawi,Kenya
9,12,1977,Uganda,Zambia,0,0,CECAFA Cup,Tie,Tie
11,12,1977,Tunisia,Egypt,4,1,FIFA World Cup qualification,Tunisia,Egypt
12,12,1977,Kenya,Malawi,1,1,Friendly,Tie,Tie
14,12,1977,Germany,Wales,1,1,Friendly,Tie,Tie
17,12,1977,Puerto Rico,Martinique,0,2,Friendly,Martinique,Puerto Rico
21,12,1977,Belgium,Italy,0,1,Friendly,Italy,Belgium
25,12,1977,Ghana,Sierra Leone,4,0,Friendly,Ghana,Sierra Leone
11,1,1978,Cyprus,Greece,0,2,Friendly,Greece,Cyprus
17,1,1978,Ghana,Gambia,7,1,Friendly,Ghana,Gambia
18,1,1978,Libya,Morocco,0,1,Friendly,Morocco,Libya
25,1,1978,Spain,Italy,2,1,Friendly,Spain,Italy
26,1,1978,Sudan,Kenya,3,0,Friendly,Sudan,Kenya
28,1,1978,Zambia,Zanzibar,6,1,Friendly,Zambia,Zanzibar
29,1,1978,Zambia,Zanzibar,5,0,Friendly,Zambia,Zanzibar
30,1,1978,Sudan,Congo,2,1,Friendly,Sudan,Congo
5,2,1978,Gabon,Nigeria,0,1,Friendly,Nigeria,Gabon
5,2,1978,Zambia,Eswatini,11,2,Friendly,Zambia,Eswatini
8,2,1978,Israel,Denmark,2,0,Friendly,Israel,Denmark
8,2,1978,Italy,France,2,2,Friendly,Tie,Tie
12,2,1978,Benin,Burkina Faso,0,2,Friendly,Burkina Faso,Benin
15,2,1978,El Salvador,Mexico,1,5,Friendly,Mexico,El Salvador
15,2,1978,Greece,Austria,1,1,Friendly,Tie,Tie
19,2,1978,Gabon,Burkina Faso,2,2,Friendly,Tie,Tie
19,2,1978,Ghana,Ivory Coast,3,1,Friendly,Ghana,Ivory Coast
21,2,1978,Iraq,Algeria,3,0,Friendly,Iraq,Algeria
22,2,1978,Germany,England,2,1,Friendly,Germany,England
22,2,1978,Israel,Netherlands,1,2,Friendly,Netherlands,Israel
22,2,1978,Scotland,Bulgaria,2,1,Friendly,Scotland,Bulgaria
23,2,1978,Iraq,Algeria,1,0,Friendly,Iraq,Algeria
26,2,1978,Burkina Faso,Benin,3,0,Friendly,Burkina Faso,Benin
26,2,1978,Morocco,Russia,2,3,Friendly,Russia,Morocco
26,2,1978,Syria,Algeria,0,1,Friendly,Algeria,Syria
27,2,1978,Iraq,North Korea,1,0,Friendly,Iraq,North Korea
28,2,1978,Martinique,Antigua and Barbuda,5,0,Friendly,Martinique,Antigua and Barbuda
2,3,1978,Basque Country,Russia,0,0,Friendly,Tie,Tie
5,3,1978,Ghana,Zambia,2,1,African Cup of Nations,Ghana,Zambia
5,3,1978,Nigeria,Burkina Faso,4,2,African Cup of Nations,Nigeria,Burkina Faso
6,3,1978,Congo,Uganda,1,3,African Cup of Nations,Uganda,Congo
6,3,1978,Morocco,Tunisia,1,1,African Cup of Nations,Tie,Tie
8,3,1978,Burkina Faso,Zambia,0,2,African Cup of Nations,Zambia,Burkina Faso
8,3,1978,France,Portugal,2,0,Friendly,France,Portugal
8,3,1978,German DR,Switzerland,3,1,Friendly,German DR,Switzerland
8,3,1978,Germany,Russia,1,0,Friendly,Germany,Russia
8,3,1978,Ghana,Nigeria,1,1,African Cup of Nations,Tie,Tie
9,3,1978,Congo,Morocco,0,1,African Cup of Nations,Morocco,Congo
9,3,1978,Tunisia,Uganda,3,1,African Cup of Nations,Tunisia,Uganda
10,3,1978,Ghana,Burkina Faso,3,0,African Cup of Nations,Ghana,Burkina Faso
10,3,1978,Nigeria,Zambia,0,0,African Cup of Nations,Tie,Tie
11,3,1978,Congo,Tunisia,0,0,African Cup of Nations,Tie,Tie
11,3,1978,Morocco,Uganda,0,3,African Cup of Nations,Uganda,Morocco
12,3,1978,Lesotho,Kenya,0,1,Friendly,Kenya,Lesotho
12,3,1978,Libya,Algeria,1,0,Friendly,Libya,Algeria
14,3,1978,Ghana,Tunisia,1,0,African Cup of Nations,Ghana,Tunisia
14,3,1978,Nigeria,Uganda,1,2,African Cup of Nations,Uganda,Nigeria
16,3,1978,Ghana,Uganda,2,0,African Cup of Nations,Ghana,Uganda
19,3,1978,Argentina,Peru,2,1,Copa Ramón Castilla,Argentina,Peru
22,3,1978,Belgium,Austria,1,0,Friendly,Belgium,Austria
22,3,1978,Greece,Czechoslovakia,0,1,Friendly,Czechoslovakia,Greece
22,3,1978,Luxembourg,Poland,1,3,Friendly,Poland,Luxembourg
22,3,1978,Turkey,Romania,1,1,Balkan Cup,Tie,Tie
23,3,1978,Peru,Argentina,1,3,Copa Ramón Castilla,Argentina,Peru
26,3,1978,Martinique,Guadeloupe,1,2,Friendly,Guadeloupe,Martinique
29,3,1978,Argentina,Bulgaria,3,1,Friendly,Argentina,Bulgaria
29,3,1978,Spain,Norway,3,0,Friendly,Spain,Norway
30,3,1978,Venezuela,China PR,0,1,Friendly,China PR,Venezuela
1,4,1978,France,Brazil,1,0,Friendly,France,Brazil
1,4,1978,Peru,Bulgaria,1,1,Friendly,Tie,Tie
4,4,1978,German DR,Sweden,0,1,Friendly,Sweden,German DR
4,4,1978,Switzerland,Austria,0,1,Friendly,Austria,Switzerland
5,4,1978,Argentina,Romania,2,0,Friendly,Argentina,Romania
5,4,1978,Germany,Brazil,0,1,Friendly,Brazil,Germany
5,4,1978,Iran,Yugoslavia,0,0,Friendly,Tie,Tie
5,4,1978,Republic of Ireland,Turkey,4,2,Friendly,Republic of Ireland,Turkey
5,4,1978,Poland,Greece,5,2,Friendly,Poland,Greece
5,4,1978,Russia,Finland,10,2,Friendly,Russia,Finland
5,4,1978,Tunisia,Netherlands,0,4,Friendly,Netherlands,Tunisia
11,4,1978,Mexico,Peru,0,1,Friendly,Peru,Mexico
12,4,1978,Poland,Republic of Ireland,3,0,Friendly,Poland,Republic of Ireland
15,4,1978,Hungary,Czechoslovakia,2,1,Friendly,Hungary,Czechoslovakia
16,4,1978,Martinique,Puerto Rico,3,1,Friendly,Martinique,Puerto Rico
18,4,1978,Iran,Wales,0,1,Friendly,Wales,Iran
19,4,1978,England,Brazil,1,1,Friendly,Tie,Tie
19,4,1978,German DR,Belgium,0,0,Friendly,Tie,Tie
19,4,1978,Sweden,Germany,3,1,Friendly,Sweden,Germany
20,4,1978,Puerto Rico,Martinique,4,1,Friendly,Puerto Rico,Martinique
22,4,1978,Peru,China PR,2,1,Friendly,Peru,China PR
23,4,1978,Czechoslovakia,Bulgaria,0,0,Friendly,Tie,Tie
25,4,1978,Uruguay,Argentina,2,0,Friendly,Uruguay,Argentina
26,4,1978,Iran,Bulgaria,1,1,Friendly,Tie,Tie
26,4,1978,Malaysia,Singapore,0,1,King's Cup,Singapore,Malaysia
26,4,1978,Poland,Bulgaria,1,0,Friendly,Poland,Bulgaria
26,4,1978,Spain,Mexico,2,0,Friendly,Spain,Mexico
30,4,1978,Kenya,Lesotho,1,0,Friendly,Kenya,Lesotho
1,5,1978,Barbados,Guyana,1,0,Friendly,Barbados,Guyana
1,5,1978,Brazil,Peru,3,0,Friendly,Brazil,Peru
3,5,1978,Argentina,Uruguay,3,0,Friendly,Argentina,Uruguay
3,5,1978,Barbados,Guyana,3,0,Friendly,Barbados,Guyana
3,5,1978,Finland,Mexico,0,1,Friendly,Mexico,Finland
3,5,1978,Romania,Bulgaria,2,0,Balkan Cup,Romania,Bulgaria
3,5,1978,Thailand,Singapore,2,2,King's Cup,Tie,Tie
9,5,1978,Trinidad and Tobago,Guyana,3,0,Friendly,Trinidad and Tobago,Guyana
11,5,1978,France,Iran,2,1,Friendly,France,Iran
11,5,1978,Trinidad and Tobago,Guyana,5,1,Friendly,Trinidad and Tobago,Guyana
13,5,1978,Réunion,Seychelles,4,1,Friendly,Réunion,Seychelles
13,5,1978,Scotland,Northern Ireland,1,1,British Home Championship,Tie,Tie
13,5,1978,Wales,England,1,3,British Home Championship,England,Wales
14,5,1978,Libya,Malta,1,0,Friendly,Libya,Malta
14,5,1978,Romania,Russia,0,1,Friendly,Russia,Romania
15,5,1978,Mauritius,Seychelles,2,0,Friendly,Mauritius,Seychelles
16,5,1978,England,Northern Ireland,1,0,British Home Championship,England,Northern Ireland
17,5,1978,Brazil,Czechoslovakia,2,0,Friendly,Brazil,Czechoslovakia
17,5,1978,Scotland,Wales,1,1,British Home Championship,Tie,Tie
18,5,1978,Italy,Yugoslavia,0,0,Friendly,Tie,Tie
18,5,1978,Réunion,Mauritius,5,3,Friendly,Réunion,Mauritius
19,5,1978,France,Tunisia,2,0,Friendly,France,Tunisia
19,5,1978,Iran,Ghana,3,0,Friendly,Iran,Ghana
19,5,1978,Wales,Northern Ireland,1,0,British Home Championship,Wales,Northern Ireland
20,5,1978,Austria,Netherlands,0,1,Friendly,Netherlands,Austria
20,5,1978,Scotland,England,0,1,British Home Championship,England,Scotland
21,5,1978,Norway,Republic of Ireland,0,0,Friendly,Tie,Tie
21,5,1978,Sweden,Czechoslovakia,0,0,Friendly,Tie,Tie
23,5,1978,Japan,Thailand,3,0,Kirin Cup,Japan,Thailand
24,5,1978,Denmark,Republic of Ireland,3,3,UEFA Euro qualification,Tie,Tie
24,5,1978,England,Hungary,4,1,Friendly,England,Hungary
24,5,1978,Finland,Greece,3,0,UEFA Euro qualification,Finland,Greece
24,5,1978,Uruguay,Spain,0,0,Friendly,Tie,Tie
31,5,1978,Bulgaria,Romania,1,1,Balkan Cup,Tie,Tie
31,5,1978,Norway,Denmark,1,2,Nordic Championship,Denmark,Norway
1,6,1978,Germany,Poland,0,0,FIFA World Cup,Tie,Tie
2,6,1978,Argentina,Hungary,2,1,FIFA World Cup,Argentina,Hungary
2,6,1978,France,Italy,1,2,FIFA World Cup,Italy,France
2,6,1978,Mexico,Tunisia,1,3,FIFA World Cup,Tunisia,Mexico
3,6,1978,Austria,Spain,2,1,FIFA World Cup,Austria,Spain
3,6,1978,Brazil,Sweden,1,1,FIFA World Cup,Tie,Tie
3,6,1978,Iran,Netherlands,0,3,FIFA World Cup,Netherlands,Iran
3,6,1978,Peru,Scotland,3,1,FIFA World Cup,Peru,Scotland
6,6,1978,Argentina,France,2,1,FIFA World Cup,Argentina,France
6,6,1978,Germany,Mexico,6,0,FIFA World Cup,Germany,Mexico
6,6,1978,Hungary,Italy,1,3,FIFA World Cup,Italy,Hungary
6,6,1978,Poland,Tunisia,1,0,FIFA World Cup,Poland,Tunisia
7,6,1978,Austria,Sweden,1,0,FIFA World Cup,Austria,Sweden
7,6,1978,Brazil,Spain,0,0,FIFA World Cup,Tie,Tie
7,6,1978,Iran,Scotland,1,1,FIFA World Cup,Tie,Tie
7,6,1978,Netherlands,Peru,0,0,FIFA World Cup,Tie,Tie
10,6,1978,Argentina,Italy,0,1,FIFA World Cup,Italy,Argentina
10,6,1978,France,Hungary,3,1,FIFA World Cup,France,Hungary
10,6,1978,Germany,Tunisia,0,0,FIFA World Cup,Tie,Tie
10,6,1978,Mexico,Poland,1,3,FIFA World Cup,Poland,Mexico
11,6,1978,Australia,Greece,1,2,Friendly,Greece,Australia
11,6,1978,Austria,Brazil,0,1,FIFA World Cup,Brazil,Austria
11,6,1978,Iran,Peru,1,4,FIFA World Cup,Peru,Iran
11,6,1978,Macau,Hong Kong,0,4,Friendly,Hong Kong,Macau
11,6,1978,Netherlands,Scotland,2,3,FIFA World Cup,Scotland,Netherlands
11,6,1978,Spain,Sweden,1,0,FIFA World Cup,Spain,Sweden
13,6,1978,Indonesia,Malaysia,3,0,Indonesia Tournament,Indonesia,Malaysia
14,6,1978,Argentina,Poland,2,0,FIFA World Cup,Argentina,Poland
14,6,1978,Australia,Greece,0,1,Friendly,Greece,Australia
14,6,1978,Austria,Netherlands,1,5,FIFA World Cup,Netherlands,Austria
14,6,1978,Brazil,Peru,3,0,FIFA World Cup,Brazil,Peru
14,6,1978,Germany,Italy,0,0,FIFA World Cup,Tie,Tie
15,6,1978,Indonesia,Thailand,1,0,Indonesia Tournament,Indonesia,Thailand
16,6,1978,Malaysia,Singapore,1,1,Indonesia Tournament,Tie,Tie
17,6,1978,Singapore,Thailand,1,3,Indonesia Tournament,Thailand,Singapore
18,6,1978,Argentina,Brazil,0,0,FIFA World Cup,Tie,Tie
18,6,1978,Austria,Italy,0,1,FIFA World Cup,Italy,Austria
18,6,1978,Germany,Netherlands,2,2,FIFA World Cup,Tie,Tie
18,6,1978,Malawi,Zambia,1,2,Friendly,Zambia,Malawi
18,6,1978,Peru,Poland,0,1,FIFA World Cup,Poland,Peru
21,6,1978,Argentina,Peru,6,0,FIFA World Cup,Argentina,Peru
21,6,1978,Austria,Germany,3,2,FIFA World Cup,Austria,Germany
21,6,1978,Brazil,Poland,3,1,FIFA World Cup,Brazil,Poland
21,6,1978,Indonesia,Singapore,2,2,Indonesia Tournament,Tie,Tie
21,6,1978,Italy,Netherlands,1,2,FIFA World Cup,Netherlands,Italy
21,6,1978,Malaysia,Thailand,1,1,Indonesia Tournament,Tie,Tie
23,6,1978,Indonesia,South Korea,1,3,Indonesia Tournament,South Korea,Indonesia
23,6,1978,Malaysia,Thailand,3,3,Indonesia Tournament,Tie,Tie
24,6,1978,Brazil,Italy,2,1,FIFA World Cup,Brazil,Italy
25,6,1978,Argentina,Netherlands,3,1,FIFA World Cup,Argentina,Netherlands
25,6,1978,Barbados,Curaçao,0,0,CFU Caribbean Cup qualification,Tie,Tie
25,6,1978,Zambia,Malawi,0,0,Friendly,Tie,Tie
28,6,1978,Iceland,Denmark,0,0,Friendly,Tie,Tie
28,6,1978,Sweden,Finland,2,1,Nordic Championship,Sweden,Finland
2,7,1978,Algeria,Iraq,1,1,Friendly,Tie,Tie
2,7,1978,Guadeloupe,Jamaica,1,0,CFU Caribbean Cup qualification,Guadeloupe,Jamaica
4,7,1978,Algeria,Iraq,0,0,Friendly,Tie,Tie
6,7,1978,Malawi,Sierra Leone,5,0,Friendly,Malawi,Sierra Leone
9,7,1978,Guyana,Suriname,0,2,CFU Caribbean Cup qualification,Suriname,Guyana
9,7,1978,Malawi,Sierra Leone,4,2,Friendly,Malawi,Sierra Leone
12,7,1978,Malaysia,South Korea,1,3,Merdeka Tournament,South Korea,Malaysia
13,7,1978,Indonesia,Syria,1,0,Merdeka Tournament,Indonesia,Syria
13,7,1978,Iraq,Japan,0,0,Merdeka Tournament,Tie,Tie
14,7,1978,Malaysia,Singapore,6,0,Merdeka Tournament,Malaysia,Singapore
14,7,1978,South Korea,Thailand,3,0,Merdeka Tournament,South Korea,Thailand
15,7,1978,Indonesia,Japan,2,1,Merdeka Tournament,Indonesia,Japan
15,7,1978,Iraq,Syria,2,1,Merdeka Tournament,Iraq,Syria
16,7,1978,Malaysia,Thailand,2,0,Merdeka Tournament,Malaysia,Thailand
16,7,1978,South Korea,Singapore,2,0,Merdeka Tournament,South Korea,Singapore
16,7,1978,Malaysia,Indonesia,1,0,Merdeka Tournament,Malaysia,Indonesia
17,7,1978,Indonesia,Iraq,0,4,Merdeka Tournament,Iraq,Indonesia
17,7,1978,Japan,Syria,3,2,Merdeka Tournament,Japan,Syria
18,7,1978,Malaysia,Iraq,1,2,Merdeka Tournament,Iraq,Malaysia
18,7,1978,Singapore,Thailand,1,2,Merdeka Tournament,Thailand,Singapore
19,7,1978,Japan,South Korea,0,4,Merdeka Tournament,South Korea,Japan
20,7,1978,Iraq,Singapore,3,0,Merdeka Tournament,Iraq,Singapore
20,7,1978,Syria,Thailand,1,3,Merdeka Tournament,Thailand,Syria
21,7,1978,Malaysia,Japan,4,1,Merdeka Tournament,Malaysia,Japan
22,7,1978,Indonesia,Thailand,0,3,Merdeka Tournament,Thailand,Indonesia
22,7,1978,Iraq,South Korea,0,2,Merdeka Tournament,South Korea,Iraq
23,7,1978,Japan,Singapore,1,2,Merdeka Tournament,Singapore,Japan
23,7,1978,Malaysia,Syria,5,2,Merdeka Tournament,Malaysia,Syria
24,7,1978,Iraq,Thailand,1,0,Merdeka Tournament,Iraq,Thailand
25,7,1978,Indonesia,South Korea,0,2,Merdeka Tournament,South Korea,Indonesia
25,7,1978,Singapore,Syria,4,1,Merdeka Tournament,Singapore,Syria
26,7,1978,Japan,Thailand,4,0,Merdeka Tournament,Japan,Thailand
27,7,1978,Indonesia,Singapore,0,0,Merdeka Tournament,Tie,Tie
27,7,1978,South Korea,Syria,2,0,Merdeka Tournament,South Korea,Syria
29,7,1978,Curaçao,Barbados,1,0,CFU Caribbean Cup qualification,Curaçao,Barbados
29,7,1978,Iraq,South Korea,0,2,Merdeka Tournament,South Korea,Iraq
30,7,1978,Grenada,Trinidad and Tobago,1,1,Friendly,Tie,Tie
30,7,1978,Jamaica,Guadeloupe,1,2,CFU Caribbean Cup qualification,Guadeloupe,Jamaica
30,7,1978,Suriname,Guyana,2,1,CFU Caribbean Cup qualification,Suriname,Guyana
7,8,1978,Vanuatu,Tahiti,2,4,Friendly,Tahiti,Vanuatu
9,8,1978,Finland,Norway,1,1,Nordic Championship,Tie,Tie
13,8,1978,New Caledonia,Tahiti,2,0,Friendly,New Caledonia,Tahiti
16,8,1978,Denmark,Sweden,2,1,Nordic Championship,Denmark,Sweden
16,8,1978,São Tomé and Príncipe,Angola,3,3,Friendly,Tie,Tie
20,8,1978,New Caledonia,Tahiti,3,4,Friendly,Tahiti,New Caledonia
20,8,1978,Puerto Rico,Haiti,1,1,CFU Caribbean Cup qualification,Tie,Tie
20,8,1978,Trinidad and Tobago,French Guiana,2,4,CFU Caribbean Cup qualification,French Guiana,Trinidad and Tobago
26,8,1978,Haiti,Puerto Rico,1,0,CFU Caribbean Cup qualification,Haiti,Puerto Rico
30,8,1978,Finland,Poland,0,1,Friendly,Poland,Finland
30,8,1978,German DR,Bulgaria,2,2,Friendly,Tie,Tie
30,8,1978,Norway,Austria,0,2,UEFA Euro qualification,Austria,Norway
1,9,1978,France,Sweden,2,2,UEFA Euro qualification,Tie,Tie
2,9,1978,French Guiana,Trinidad and Tobago,1,4,CFU Caribbean Cup qualification,Trinidad and Tobago,French Guiana
3,9,1978,China PR,Congo,1,0,Beijing International Friendship Tournament,China PR,Congo
3,9,1978,Iceland,United States,0,0,Friendly,Tie,Tie
6,9,1978,German DR,Czechoslovakia,2,1,Friendly,German DR,Czechoslovakia
6,9,1978,Iceland,Poland,0,2,UEFA Euro qualification,Poland,Iceland
6,9,1978,Iran,Russia,0,1,Friendly,Russia,Iran
6,9,1978,Eswatini,Zambia,1,6,Friendly,Zambia,Eswatini
6,9,1978,Switzerland,United States,2,0,Friendly,Switzerland,United States
7,9,1978,Eswatini,Zambia,2,5,Friendly,Zambia,Eswatini
9,9,1978,Bahrain,Malaysia,1,2,Korea Cup,Malaysia,Bahrain
9,9,1978,French Guiana,Martinique,4,2,Friendly,French Guiana,Martinique
10,9,1978,Indonesia,Thailand,0,2,Korea Cup,Thailand,Indonesia
10,9,1978,Lebanon,Mexico,1,7,Korea Cup,Mexico,Lebanon
11,9,1978,South Korea,Malaysia,2,2,Korea Cup,Tie,Tie
13,9,1978,South Korea,Bahrain,3,1,Korea Cup,South Korea,Bahrain
16,9,1978,Haiti,Martinique,0,0,CFU Caribbean Cup qualification,Tie,Tie
17,9,1978,Seychelles,Réunion,1,0,Friendly,Seychelles,Réunion
20,9,1978,Austria,Scotland,3,2,UEFA Euro qualification,Austria,Scotland
20,9,1978,Belgium,Norway,1,1,UEFA Euro qualification,Tie,Tie
20,9,1978,Denmark,England,3,4,UEFA Euro qualification,England,Denmark
20,9,1978,Finland,Hungary,2,1,UEFA Euro qualification,Finland,Hungary
20,9,1978,Republic of Ireland,Northern Ireland,0,0,UEFA Euro qualification,Tie,Tie
20,9,1978,Italy,Bulgaria,1,0,Friendly,Italy,Bulgaria
20,9,1978,Libya,Yemen DPR,2,0,Friendly,Libya,Yemen DPR
20,9,1978,Netherlands,Iceland,3,0,UEFA Euro qualification,Netherlands,Iceland
20,9,1978,Portugal,United States,1,0,Friendly,Portugal,United States
20,9,1978,Russia,Greece,2,0,UEFA Euro qualification,Russia,Greece
23,9,1978,Italy,Turkey,1,0,Friendly,Italy,Turkey
23,9,1978,Réunion,Mauritius,0,2,Friendly,Mauritius,Réunion
30,9,1978,Botswana,Mozambique,1,4,Friendly,Mozambique,Botswana
30,9,1978,Curaçao,Suriname,0,2,CFU Caribbean Cup qualification,Suriname,Curaçao
1,10,1978,Botswana,Mozambique,0,2,Friendly,Mozambique,Botswana
1,10,1978,Martinique,Haiti,0,0,CFU Caribbean Cup qualification,Tie,Tie
1,10,1978,Singapore,New Zealand,0,2,Friendly,New Zealand,Singapore
4,10,1978,German DR,Iceland,3,1,UEFA Euro qualification,German DR,Iceland
4,10,1978,Sweden,Czechoslovakia,1,3,UEFA Euro qualification,Czechoslovakia,Sweden
4,10,1978,Yugoslavia,Spain,1,2,UEFA Euro qualification,Spain,Yugoslavia
5,10,1978,Turkey,Russia,0,2,Friendly,Russia,Turkey
7,10,1978,Luxembourg,France,1,3,UEFA Euro qualification,France,Luxembourg
11,10,1978,Czechoslovakia,Germany,3,4,Friendly,Germany,Czechoslovakia
11,10,1978,Denmark,Bulgaria,2,2,UEFA Euro qualification,Tie,Tie
11,10,1978,Greece,Finland,8,1,UEFA Euro qualification,Greece,Finland
11,10,1978,Hungary,Russia,2,0,UEFA Euro qualification,Hungary,Russia
11,10,1978,Portugal,Belgium,1,1,UEFA Euro qualification,Tie,Tie
11,10,1978,Romania,Poland,1,0,Friendly,Romania,Poland
11,10,1978,Switzerland,Netherlands,1,3,UEFA Euro qualification,Netherlands,Switzerland
13,10,1978,Suriname,Curaçao,3,0,CFU Caribbean Cup qualification,Suriname,Curaçao
15,10,1978,Tanzania,Kenya,1,0,Friendly,Tanzania,Kenya
20,10,1978,Kenya,Tanzania,0,0,Friendly,Tie,Tie
22,10,1978,Haiti,Suriname,0,3,CFU Caribbean Cup,Suriname,Haiti
22,10,1978,Malawi,Algeria,1,1,Friendly,Tie,Tie
23,10,1978,Trinidad and Tobago,Antigua and Barbuda,3,1,CFU Caribbean Cup,Trinidad and Tobago,Antigua and Barbuda
24,10,1978,Malawi,Algeria,2,1,Friendly,Malawi,Algeria
25,10,1978,Republic of Ireland,England,1,1,UEFA Euro qualification,Tie,Tie
25,10,1978,Northern Ireland,Denmark,2,1,UEFA Euro qualification,Northern Ireland,Denmark
25,10,1978,Romania,Yugoslavia,3,2,UEFA Euro qualification,Romania,Yugoslavia
25,10,1978,Scotland,Norway,3,2,UEFA Euro qualification,Scotland,Norway
25,10,1978,Trinidad and Tobago,Suriname,0,1,CFU Caribbean Cup,Suriname,Trinidad and Tobago
25,10,1978,Wales,Malta,7,0,UEFA Euro qualification,Wales,Malta
26,10,1978,Antigua and Barbuda,Haiti,0,1,CFU Caribbean Cup,Haiti,Antigua and Barbuda
28,10,1978,Antigua and Barbuda,Suriname,0,4,CFU Caribbean Cup,Suriname,Antigua and Barbuda
28,10,1978,Zambia,Algeria,0,3,Friendly,Algeria,Zambia
28,10,1978,Greece,Hungary,4,1,UEFA Euro qualification,Greece,Hungary
29,10,1978,Trinidad and Tobago,Haiti,2,2,CFU Caribbean Cup,Tie,Tie
1,11,1978,Malawi,Kenya,1,0,CECAFA Cup,Malawi,Kenya
3,11,1978,Malawi,Somalia,3,1,CECAFA Cup,Malawi,Somalia
5,11,1978,Malawi,Uganda,0,2,CECAFA Cup,Uganda,Malawi
7,11,1978,Uganda,Zambia,1,2,CECAFA Cup,Zambia,Uganda
8,11,1978,Czechoslovakia,Italy,3,0,Friendly,Czechoslovakia,Italy
8,11,1978,France,Spain,1,0,Friendly,France,Spain
9,11,1978,Kenya,Uganda,0,1,CECAFA Cup,Uganda,Kenya
9,11,1978,Somalia,Zambia,0,4,CECAFA Cup,Zambia,Somalia
11,11,1978,Burkina Faso,Mali,3,1,Friendly,Burkina Faso,Mali
11,11,1978,Kenya,Somalia,1,0,CECAFA Cup,Kenya,Somalia
11,11,1978,Malawi,Zambia,2,1,CECAFA Cup,Malawi,Zambia
13,11,1978,Kenya,Zambia,0,9,CECAFA Cup,Zambia,Kenya
13,11,1978,Somalia,Uganda,2,2,CECAFA Cup,Tie,Tie
15,11,1978,Austria,Portugal,1,2,UEFA Euro qualification,Portugal,Austria
15,11,1978,Germany,Hungary,0,0,Friendly,Tie,Tie
15,11,1978,Israel,Belgium,1,0,Friendly,Israel,Belgium
15,11,1978,Netherlands,German DR,3,0,UEFA Euro qualification,Netherlands,German DR
15,11,1978,Poland,Switzerland,2,0,UEFA Euro qualification,Poland,Switzerland
15,11,1978,Spain,Romania,1,0,UEFA Euro qualification,Spain,Romania
15,11,1978,Yugoslavia,Greece,4,1,Balkan Cup,Yugoslavia,Greece
17,11,1978,Algeria,Congo,3,0,Friendly,Algeria,Congo
