day,month,year,home_team,away_team,home_score,away_score,tournament,winner,loser
15,1,2003,Nepal,Maldives,2,3,SAFF Cup,Maldives,Nepal
17,1,2003,El Salvador,Guatemala,0,0,Friendly,Tie,Tie
18,1,2003,Bangladesh,India,2,1,SAFF Cup,Bangladesh,India
18,1,2003,Pakistan,Maldives,0,1,SAFF Cup,Maldives,Pakistan
18,1,2003,United States,Canada,4,0,Friendly,United States,Canada
19,1,2003,El Salvador,Guatemala,0,0,Friendly,Tie,Tie
20,1,2003,Bangladesh,Maldives,1,1,SAFF Cup,Tie,Tie
20,1,2003,Pakistan,India,1,2,SAFF Cup,India,Pakistan
25,1,2003,Uganda,Algeria,0,1,Friendly,Algeria,Uganda
26,1,2003,Barbados,Finland,0,0,Friendly,Tie,Tie
26,1,2003,Ghana,Benin,3,0,Friendly,Ghana,Benin
26,1,2003,United Arab Emirates,Norway,1,1,Friendly,Tie,Tie
28,1,2003,Oman,Norway,1,2,Friendly,Norway,Oman
29,1,2003,Cyprus,Greece,1,2,Friendly,Greece,Cyprus
29,1,2003,Trinidad and Tobago,Finland,1,2,Friendly,Finland,Trinidad and Tobago
31,1,2003,Honduras,Argentina,1,3,Friendly,Argentina,Honduras
4,2,2003,Mexico,Argentina,0,1,Friendly,Argentina,Mexico
4,2,2003,Uruguay,Iran,1,1,Lunar New Year Cup,Tie,Tie
8,2,2003,United States,Argentina,0,1,Friendly,Argentina,United States
9,2,2003,Croatia,North Macedonia,2,2,Friendly,Tie,Tie
9,2,2003,Ecuador,Estonia,1,0,Friendly,Ecuador,Estonia
9,2,2003,Panama,El Salvador,1,2,UNCAF Cup,El Salvador,Panama
11,2,2003,Cameroon,Ivory Coast,0,3,Friendly,Ivory Coast,Cameroon
11,2,2003,Costa Rica,El Salvador,1,0,UNCAF Cup,Costa Rica,El Salvador
11,2,2003,Honduras,Nicaragua,2,0,UNCAF Cup,Honduras,Nicaragua
12,2,2003,Albania,Vietnam,5,0,Friendly,Albania,Vietnam
12,2,2003,Algeria,Belgium,1,3,Friendly,Belgium,Algeria
12,2,2003,Barbados,Martinique,3,3,Friendly,Tie,Tie
12,2,2003,Bulgaria,Hungary,1,0,Friendly,Bulgaria,Hungary
12,2,2003,China PR,Brazil,0,0,Friendly,Tie,Tie
12,2,2003,Croatia,Poland,0,0,Friendly,Tie,Tie
12,2,2003,Cyprus,Russia,0,1,Cyprus International Tournament,Russia,Cyprus
12,2,2003,Ecuador,Estonia,2,1,Friendly,Ecuador,Estonia
12,2,2003,Egypt,Denmark,1,4,Friendly,Denmark,Egypt
12,2,2003,England,Australia,1,3,Friendly,Australia,England
12,2,2003,France,Czech Republic,0,2,Friendly,Czech Republic,France
12,2,2003,Georgia,Moldova,2,2,Friendly,Tie,Tie
12,2,2003,Greece,Norway,1,0,Friendly,Greece,Norway
12,2,2003,Guinea,Mali,0,1,Friendly,Mali,Guinea
12,2,2003,Israel,Armenia,2,0,Friendly,Israel,Armenia
12,2,2003,Italy,Portugal,1,0,Friendly,Italy,Portugal
12,2,2003,Jamaica,United States,1,2,Friendly,United States,Jamaica
12,2,2003,Latvia,Lithuania,2,1,Friendly,Latvia,Lithuania
12,2,2003,Libya,Canada,2,4,Friendly,Canada,Libya
12,2,2003,Malta,Kazakhstan,2,2,Friendly,Tie,Tie
12,2,2003,Mexico,Colombia,0,0,Friendly,Tie,Tie
12,2,2003,Morocco,Senegal,1,0,Friendly,Morocco,Senegal
12,2,2003,Netherlands,Argentina,1,0,Friendly,Netherlands,Argentina
12,2,2003,Northern Ireland,Finland,0,1,Friendly,Finland,Northern Ireland
12,2,2003,Romania,Slovakia,2,1,Cyprus International Tournament,Romania,Slovakia
12,2,2003,Scotland,Republic of Ireland,0,2,Friendly,Republic of Ireland,Scotland
12,2,2003,Serbia,Azerbaijan,2,2,UEFA Euro qualification,Tie,Tie
12,2,2003,Slovenia,Switzerland,1,5,Friendly,Switzerland,Slovenia
12,2,2003,Spain,Germany,3,1,Friendly,Spain,Germany
12,2,2003,Tunisia,Sweden,1,0,Friendly,Tunisia,Sweden
12,2,2003,Turkey,Ukraine,0,0,Friendly,Tie,Tie
12,2,2003,Wales,Bosnia and Herzegovina,2,2,Friendly,Tie,Tie
13,2,2003,Costa Rica,Guatemala,1,1,UNCAF Cup,Tie,Tie
13,2,2003,Cyprus,Slovakia,1,3,Cyprus International Tournament,Slovakia,Cyprus
13,2,2003,El Salvador,Nicaragua,3,0,UNCAF Cup,El Salvador,Nicaragua
14,2,2003,North Macedonia,Poland,0,3,Friendly,Poland,North Macedonia
15,2,2003,Benin,Ghana,1,0,Friendly,Benin,Ghana
15,2,2003,Costa Rica,Nicaragua,1,0,UNCAF Cup,Costa Rica,Nicaragua
15,2,2003,Honduras,El Salvador,0,1,UNCAF Cup,El Salvador,Honduras
16,2,2003,China PR,Estonia,1,0,Friendly,China PR,Estonia
16,2,2003,Gambia,Nigeria,0,1,Friendly,Nigeria,Gambia
16,2,2003,Panama,Guatemala,2,0,UNCAF Cup,Panama,Guatemala
16,2,2003,Qatar,Sweden,2,3,King's Cup,Sweden,Qatar
16,2,2003,Thailand,North Korea,2,2,King's Cup,Tie,Tie
18,2,2003,Guatemala,Nicaragua,5,0,UNCAF Cup,Guatemala,Nicaragua
18,2,2003,North Korea,Sweden,1,1,King's Cup,Tie,Tie
18,2,2003,Panama,Honduras,1,1,UNCAF Cup,Tie,Tie
18,2,2003,Thailand,Qatar,1,1,King's Cup,Tie,Tie
20,2,2003,Costa Rica,Honduras,1,0,UNCAF Cup,Costa Rica,Honduras
20,2,2003,El Salvador,Guatemala,0,2,UNCAF Cup,Guatemala,El Salvador
20,2,2003,North Korea,Qatar,2,2,King's Cup,Tie,Tie
20,2,2003,Thailand,Sweden,1,4,King's Cup,Sweden,Thailand
21,2,2003,Panama,Nicaragua,0,1,UNCAF Cup,Nicaragua,Panama
22,2,2003,Hong Kong,Taiwan,2,0,EAFF Championship,Hong Kong,Taiwan
22,2,2003,North Korea,Sweden,0,4,King's Cup,Sweden,North Korea
22,2,2003,Macau,Mongolia,2,0,EAFF Championship,Macau,Mongolia
22,2,2003,Madagascar,Mauritius,2,1,COSAFA Cup,Madagascar,Mauritius
22,2,2003,Malawi,DR Congo,1,1,Friendly,Tie,Tie
22,2,2003,Thailand,Qatar,3,1,King's Cup,Thailand,Qatar
23,2,2003,Guatemala,Honduras,2,1,UNCAF Cup,Guatemala,Honduras
23,2,2003,Malawi,DR Congo,2,3,Friendly,DR Congo,Malawi
23,2,2003,Panama,Costa Rica,0,1,UNCAF Cup,Costa Rica,Panama
23,2,2003,Peru,Haiti,5,1,Friendly,Peru,Haiti
24,2,2003,Hong Kong,Macau,3,0,EAFF Championship,Hong Kong,Macau
24,2,2003,Mongolia,Guam,2,0,EAFF Championship,Mongolia,Guam
26,2,2003,Guam,Macau,0,2,EAFF Championship,Macau,Guam
28,2,2003,Guam,Taiwan,0,7,EAFF Championship,Taiwan,Guam
28,2,2003,Hong Kong,Mongolia,10,0,EAFF Championship,Hong Kong,Mongolia
2,3,2003,Hong Kong,Guam,11,0,EAFF Championship,Hong Kong,Guam
2,3,2003,Macau,Taiwan,1,2,EAFF Championship,Taiwan,Macau
4,3,2003,Singapore,Maldives,4,1,Friendly,Singapore,Maldives
4,3,2003,Sudan,DR Congo,1,3,Friendly,DR Congo,Sudan
5,3,2003,Israel,Moldova,0,0,Friendly,Tie,Tie
7,3,2003,Benin,Niger,1,1,TIFOCO Tournament,Tie,Tie
9,3,2003,Botswana,Lesotho,0,1,Friendly,Lesotho,Botswana
9,3,2003,DR Congo,Congo,3,0,Friendly,DR Congo,Congo
11,3,2003,Cuba,Jamaica,0,0,Friendly,Tie,Tie
12,3,2003,Tanzania,Uganda,0,0,Friendly,Tie,Tie
13,3,2003,Cuba,Jamaica,1,0,Friendly,Cuba,Jamaica
14,3,2003,Martinique,French Guiana,2,1,Friendly,Martinique,French Guiana
15,3,2003,Namibia,Botswana,0,1,COSAFA Cup,Botswana,Namibia
15,3,2003,Guadeloupe,French Guiana,2,2,Friendly,Tie,Tie
15,3,2003,Kenya,Uganda,2,2,Friendly,Tie,Tie
15,3,2003,Rwanda,Burundi,4,2,Friendly,Rwanda,Burundi
16,3,2003,Kyrgyzstan,Afghanistan,1,2,AFC Asian Cup qualification,Afghanistan,Kyrgyzstan
16,3,2003,Lesotho,DR Congo,2,2,Friendly,Tie,Tie
16,3,2003,Zimbabwe,Malawi,0,0,Friendly,Tie,Tie
18,3,2003,Nepal,Afghanistan,4,0,AFC Asian Cup qualification,Nepal,Afghanistan
19,3,2003,Egypt,Qatar,6,0,Friendly,Egypt,Qatar
19,3,2003,Mexico,Bolivia,2,0,Friendly,Mexico,Bolivia
19,3,2003,Eswatini,Lesotho,1,0,Friendly,Eswatini,Lesotho
20,3,2003,Nepal,Kyrgyzstan,0,2,AFC Asian Cup qualification,Kyrgyzstan,Nepal
21,3,2003,Macau,Pakistan,0,3,AFC Asian Cup qualification,Pakistan,Macau
21,3,2003,Maldives,Brunei,1,1,AFC Asian Cup qualification,Tie,Tie
21,3,2003,Sri Lanka,Timor-Leste,3,2,AFC Asian Cup qualification,Sri Lanka,Timor-Leste
22,3,2003,Mozambique,Lesotho,0,0,COSAFA Cup,Tie,Tie
22,3,2003,Rwanda,Zambia,1,1,Friendly,Tie,Tie
23,3,2003,Benin,Equatorial Guinea,2,1,Friendly,Benin,Equatorial Guinea
23,3,2003,Myanmar,Brunei,5,0,AFC Asian Cup qualification,Myanmar,Brunei
23,3,2003,Jamaica,Barbados,2,1,Friendly,Jamaica,Barbados
23,3,2003,Kenya,Tanzania,4,0,Friendly,Kenya,Tanzania
23,3,2003,Singapore,Macau,2,0,AFC Asian Cup qualification,Singapore,Macau
24,3,2003,North Korea,India,2,0,AFC Asian Cup qualification,North Korea,India
24,3,2003,Rwanda,Zambia,0,3,Friendly,Zambia,Rwanda
25,3,2003,Hong Kong,Laos,5,1,AFC Asian Cup qualification,Hong Kong,Laos
25,3,2003,Maldives,Myanmar,0,2,AFC Asian Cup qualification,Myanmar,Maldives
25,3,2003,Singapore,Pakistan,3,0,AFC Asian Cup qualification,Singapore,Pakistan
25,3,2003,Sri Lanka,Taiwan,2,1,AFC Asian Cup qualification,Sri Lanka,Taiwan
26,3,2003,Austria,Greece,2,2,Friendly,Tie,Tie
26,3,2003,Burundi,Burkina Faso,0,0,Friendly,Tie,Tie
26,3,2003,Guadeloupe,Cuba,2,3,Gold Cup qualification,Cuba,Guadeloupe
26,3,2003,Haiti,Martinique,2,1,Gold Cup qualification,Haiti,Martinique
26,3,2003,Jamaica,Saint Lucia,5,0,Gold Cup qualification,Jamaica,Saint Lucia
26,3,2003,Mexico,Paraguay,1,1,Friendly,Tie,Tie
26,3,2003,Trinidad and Tobago,Antigua and Barbuda,2,0,Gold Cup qualification,Trinidad and Tobago,Antigua and Barbuda
27,3,2003,Cameroon,Madagascar,2,0,Friendly,Cameroon,Madagascar
27,3,2003,Laos,Bangladesh,2,1,AFC Asian Cup qualification,Laos,Bangladesh
27,3,2003,Serbia,Bulgaria,1,2,Friendly,Bulgaria,Serbia
27,3,2003,Tunisia,Ghana,2,2,Friendly,Tie,Tie
28,3,2003,Cuba,Antigua and Barbuda,2,0,Gold Cup qualification,Cuba,Antigua and Barbuda
28,3,2003,Jamaica,Martinique,2,2,Gold Cup qualification,Tie,Tie
28,3,2003,Japan,Uruguay,2,2,Friendly,Tie,Tie
28,3,2003,Saint Lucia,Haiti,2,1,Gold Cup qualification,Saint Lucia,Haiti
28,3,2003,Trinidad and Tobago,Guadeloupe,1,0,Gold Cup qualification,Trinidad and Tobago,Guadeloupe
29,3,2003,Albania,Russia,3,1,UEFA Euro qualification,Albania,Russia
29,3,2003,Angola,Algeria,1,1,Friendly,Tie,Tie
29,3,2003,Armenia,Northern Ireland,1,0,UEFA Euro qualification,Armenia,Northern Ireland
29,3,2003,Belarus,Moldova,2,1,UEFA Euro qualification,Belarus,Moldova
29,3,2003,Bosnia and Herzegovina,Luxembourg,2,0,UEFA Euro qualification,Bosnia and Herzegovina,Luxembourg
29,3,2003,Cape Verde,Togo,2,1,African Cup of Nations qualification,Cape Verde,Togo
29,3,2003,Costa Rica,Paraguay,2,1,Friendly,Costa Rica,Paraguay
29,3,2003,Croatia,Belgium,4,0,UEFA Euro qualification,Croatia,Belgium
29,3,2003,Cyprus,Israel,1,1,UEFA Euro qualification,Tie,Tie
29,3,2003,Estonia,Canada,2,1,Friendly,Estonia,Canada
29,3,2003,France,Malta,6,0,UEFA Euro qualification,France,Malta
29,3,2003,Gabon,Equatorial Guinea,4,0,African Cup of Nations qualification,Gabon,Equatorial Guinea
29,3,2003,Georgia,Republic of Ireland,1,2,UEFA Euro qualification,Republic of Ireland,Georgia
29,3,2003,Germany,Lithuania,1,1,UEFA Euro qualification,Tie,Tie
29,3,2003,Italy,Finland,2,0,UEFA Euro qualification,Italy,Finland
29,3,2003,Kenya,Mauritania,4,0,African Cup of Nations qualification,Kenya,Mauritania
29,3,2003,South Korea,Colombia,0,0,Friendly,Tie,Tie
29,3,2003,Liechtenstein,England,0,2,UEFA Euro qualification,England,Liechtenstein
29,3,2003,North Macedonia,Slovakia,0,2,UEFA Euro qualification,Slovakia,North Macedonia
29,3,2003,Malawi,Nigeria,0,1,African Cup of Nations qualification,Nigeria,Malawi
29,3,2003,Mauritius,Egypt,0,1,African Cup of Nations qualification,Egypt,Mauritius
29,3,2003,Netherlands,Czech Republic,1,1,UEFA Euro qualification,Tie,Tie
29,3,2003,Poland,Hungary,0,0,UEFA Euro qualification,Tie,Tie
29,3,2003,Portugal,Brazil,2,1,Friendly,Portugal,Brazil
29,3,2003,Romania,Denmark,2,5,UEFA Euro qualification,Denmark,Romania
29,3,2003,Rwanda,Uganda,0,0,African Cup of Nations qualification,Tie,Tie
29,3,2003,Scotland,Iceland,2,1,UEFA Euro qualification,Scotland,Iceland
29,3,2003,Sierra Leone,Morocco,0,0,African Cup of Nations qualification,Tie,Tie
29,3,2003,South Africa,Madagascar,2,0,Friendly,South Africa,Madagascar
29,3,2003,Sudan,Benin,3,0,African Cup of Nations qualification,Sudan,Benin
29,3,2003,Tanzania,Zambia,0,1,African Cup of Nations qualification,Zambia,Tanzania
29,3,2003,Ukraine,Spain,2,2,UEFA Euro qualification,Tie,Tie
29,3,2003,United States,Venezuela,2,0,Friendly,United States,Venezuela
29,3,2003,Wales,Azerbaijan,4,0,UEFA Euro qualification,Wales,Azerbaijan
30,3,2003,Burundi,Ivory Coast,0,1,African Cup of Nations qualification,Ivory Coast,Burundi
30,3,2003,Chad,Namibia,2,0,African Cup of Nations qualification,Chad,Namibia
30,3,2003,Chile,Peru,2,0,Friendly,Chile,Peru
30,3,2003,Eritrea,Mali,0,2,African Cup of Nations qualification,Mali,Eritrea
30,3,2003,Ethiopia,Liberia,1,0,African Cup of Nations qualification,Ethiopia,Liberia
30,3,2003,Gambia,Senegal,0,0,African Cup of Nations qualification,Tie,Tie
30,3,2003,Ghana,Madagascar,3,3,Friendly,Tie,Tie
30,3,2003,Guadeloupe,Antigua and Barbuda,2,0,Gold Cup qualification,Guadeloupe,Antigua and Barbuda
30,3,2003,Guinea,Niger,2,0,African Cup of Nations qualification,Guinea,Niger
30,3,2003,Hong Kong,Bangladesh,2,2,AFC Asian Cup qualification,Tie,Tie
30,3,2003,India,North Korea,1,1,AFC Asian Cup qualification,Tie,Tie
30,3,2003,Jamaica,Haiti,3,0,Gold Cup qualification,Jamaica,Haiti
30,3,2003,Libya,Botswana,0,0,African Cup of Nations qualification,Tie,Tie
30,3,2003,Mozambique,Burkina Faso,1,0,African Cup of Nations qualification,Mozambique,Burkina Faso
30,3,2003,Saint Lucia,Martinique,4,5,Gold Cup qualification,Martinique,Saint Lucia
30,3,2003,Eswatini,DR Congo,1,1,African Cup of Nations qualification,Tie,Tie
30,3,2003,Trinidad and Tobago,Cuba,1,3,Gold Cup qualification,Cuba,Trinidad and Tobago
30,3,2003,Tunisia,Cameroon,1,0,Friendly,Tunisia,Cameroon
30,3,2003,Zimbabwe,Seychelles,3,1,African Cup of Nations qualification,Zimbabwe,Seychelles
2,4,2003,Albania,Republic of Ireland,0,0,UEFA Euro qualification,Tie,Tie
2,4,2003,Belarus,Uzbekistan,2,2,Friendly,Tie,Tie
2,4,2003,Croatia,Andorra,2,0,UEFA Euro qualification,Croatia,Andorra
2,4,2003,Czech Republic,Austria,4,0,UEFA Euro qualification,Czech Republic,Austria
2,4,2003,Denmark,Bosnia and Herzegovina,0,2,UEFA Euro qualification,Bosnia and Herzegovina,Denmark
2,4,2003,England,Turkey,2,0,UEFA Euro qualification,England,Turkey
2,4,2003,Estonia,Bulgaria,0,0,UEFA Euro qualification,Tie,Tie
2,4,2003,Georgia,Switzerland,0,0,UEFA Euro qualification,Tie,Tie
2,4,2003,Honduras,Paraguay,1,1,Friendly,Tie,Tie
2,4,2003,Hungary,Sweden,1,2,UEFA Euro qualification,Sweden,Hungary
2,4,2003,Israel,France,1,2,UEFA Euro qualification,France,Israel
2,4,2003,Lithuania,Scotland,1,0,UEFA Euro qualification,Lithuania,Scotland
2,4,2003,Luxembourg,Norway,0,2,UEFA Euro qualification,Norway,Luxembourg
2,4,2003,North Macedonia,Portugal,0,1,Friendly,Portugal,North Macedonia
2,4,2003,Moldova,Netherlands,1,2,UEFA Euro qualification,Netherlands,Moldova
2,4,2003,Northern Ireland,Greece,0,2,UEFA Euro qualification,Greece,Northern Ireland
2,4,2003,Peru,Chile,3,0,Friendly,Peru,Chile
2,4,2003,Poland,San Marino,5,0,UEFA Euro qualification,Poland,San Marino
2,4,2003,Slovakia,Liechtenstein,4,0,UEFA Euro qualification,Slovakia,Liechtenstein
2,4,2003,Slovenia,Cyprus,4,1,UEFA Euro qualification,Slovenia,Cyprus
2,4,2003,Spain,Armenia,3,0,UEFA Euro qualification,Spain,Armenia
2,4,2003,Ukraine,Latvia,1,0,Friendly,Ukraine,Latvia
2,4,2003,Venezuela,Jamaica,2,0,Friendly,Venezuela,Jamaica
16,4,2003,South Korea,Japan,0,1,Friendly,Japan,South Korea
20,4,2003,Zimbabwe,Angola,1,0,COSAFA Cup,Zimbabwe,Angola
23,4,2003,Bhutan,Guam,6,0,AFC Asian Cup qualification,Bhutan,Guam
23,4,2003,Martinique,Trinidad and Tobago,3,2,Gold Cup qualification,Martinique,Trinidad and Tobago
24,4,2003,Algeria,Madagascar,3,1,Friendly,Algeria,Madagascar
25,4,2003,Guam,Mongolia,0,5,AFC Asian Cup qualification,Mongolia,Guam
25,4,2003,Trinidad and Tobago,Honduras,0,2,Gold Cup qualification,Honduras,Trinidad and Tobago
27,4,2003,Bhutan,Mongolia,0,0,AFC Asian Cup qualification,Tie,Tie
27,4,2003,Faroe Islands,Kazakhstan,3,2,Friendly,Faroe Islands,Kazakhstan
27,4,2003,Madagascar,Mali,0,2,Friendly,Mali,Madagascar
27,4,2003,Martinique,Honduras,2,4,Gold Cup qualification,Honduras,Martinique
29,4,2003,Faroe Islands,Kazakhstan,2,1,Friendly,Faroe Islands,Kazakhstan
30,4,2003,Andorra,Estonia,0,2,UEFA Euro qualification,Estonia,Andorra
30,4,2003,Belgium,Poland,3,1,Friendly,Belgium,Poland
30,4,2003,Bulgaria,Albania,2,0,Friendly,Bulgaria,Albania
30,4,2003,Chile,Costa Rica,1,0,Friendly,Chile,Costa Rica
30,4,2003,Czech Republic,Turkey,4,0,Friendly,Czech Republic,Turkey
30,4,2003,Denmark,Ukraine,1,0,Friendly,Denmark,Ukraine
30,4,2003,Finland,Iceland,3,0,Friendly,Finland,Iceland
30,4,2003,France,Egypt,5,0,Friendly,France,Egypt
30,4,2003,Georgia,Russia,1,0,UEFA Euro qualification,Georgia,Russia
30,4,2003,Germany,Serbia,1,0,Friendly,Germany,Serbia
30,4,2003,Honduras,Colombia,0,0,Friendly,Tie,Tie
30,4,2003,Hungary,Luxembourg,5,1,Friendly,Hungary,Luxembourg
30,4,2003,Republic of Ireland,Norway,1,0,Friendly,Republic of Ireland,Norway
30,4,2003,Israel,Cyprus,2,0,UEFA Euro qualification,Israel,Cyprus
30,4,2003,Latvia,San Marino,3,0,UEFA Euro qualification,Latvia,San Marino
30,4,2003,Libya,Argentina,1,3,Friendly,Argentina,Libya
30,4,2003,Liechtenstein,Saudi Arabia,1,0,Friendly,Liechtenstein,Saudi Arabia
30,4,2003,Lithuania,Romania,0,1,Friendly,Romania,Lithuania
30,4,2003,Malta,Slovenia,1,3,UEFA Euro qualification,Slovenia,Malta
30,4,2003,Mexico,Brazil,0,0,Friendly,Tie,Tie
30,4,2003,Morocco,Ivory Coast,0,1,Friendly,Ivory Coast,Morocco
30,4,2003,Netherlands,Portugal,1,1,Friendly,Tie,Tie
30,4,2003,Peru,Paraguay,0,1,Friendly,Paraguay,Peru
30,4,2003,Scotland,Austria,0,2,Friendly,Austria,Scotland
30,4,2003,Slovakia,Greece,2,2,Friendly,Tie,Tie
30,4,2003,South Africa,Jamaica,0,0,Friendly,Tie,Tie
30,4,2003,Spain,Ecuador,4,0,Friendly,Spain,Ecuador
30,4,2003,Sweden,Croatia,1,2,Friendly,Croatia,Sweden
30,4,2003,Switzerland,Italy,1,2,Friendly,Italy,Switzerland
30,4,2003,Tunisia,Senegal,1,0,Friendly,Tunisia,Senegal
30,4,2003,Uzbekistan,Belarus,1,2,Friendly,Belarus,Uzbekistan
30,4,2003,Venezuela,Trinidad and Tobago,3,0,Friendly,Venezuela,Trinidad and Tobago
1,5,2003,Fiji,Tuvalu,9,0,Friendly,Fiji,Tuvalu
4,5,2003,Congo,Central African Republic,2,1,African Cup of Nations qualification,Congo,Central African Republic
5,5,2003,Guernsey,Jersey,3,3,Friendly,Tie,Tie
8,5,2003,United States,Mexico,0,0,Friendly,Tie,Tie
16,5,2003,Lesotho,Botswana,1,2,Friendly,Botswana,Lesotho
17,5,2003,Malawi,Zambia,0,1,Friendly,Zambia,Malawi
18,5,2003,Jersey,Guernsey,1,0,Friendly,Jersey,Guernsey
21,5,2003,Lesotho,Malawi,0,0,Friendly,Tie,Tie
21,5,2003,Uganda,Sudan,0,0,Friendly,Tie,Tie
22,5,2003,Norway,Finland,2,0,Friendly,Norway,Finland
22,5,2003,South Africa,England,1,2,Friendly,England,South Africa
24,5,2003,Botswana,Malawi,1,1,COSAFA Cup,Tie,Tie
24,5,2003,Sudan,Kenya,1,1,Friendly,Tie,Tie
25,5,2003,Jamaica,Nigeria,3,2,Friendly,Jamaica,Nigeria
25,5,2003,Lesotho,Eswatini,2,1,Friendly,Lesotho,Eswatini
25,5,2003,Togo,Benin,3,1,Friendly,Togo,Benin
26,5,2003,United States,Wales,2,0,Friendly,United States,Wales
27,5,2003,Scotland,New Zealand,1,1,Friendly,Tie,Tie
29,5,2003,Algeria,Burkina Faso,0,1,Friendly,Burkina Faso,Algeria
